texts,label
"Ah, this cursed sand!” “Come, now, there’s a lot of sand in Belgium,” I reminded him, mindful of a holiday spent at Knocke-sur-mer in the midst of “les dunes impeccables” as the guide-book had phrased it. “Not in Brussels,” declared Poirot. He gazed at the Pyramids thoughtfully. “It is true that they, at least, are of a shape solid and geometrical, but their surface is of an unevenness most unpleasing. And the palm-trees I like them not. Not even do they plant them in rows!” I cut short his lamentations, by suggesting that we should start for the camp.",0
"It was the genial doctor’s habit to drop in sometimes of an evening and have a chat with Poirot, of whose genius he was an ardent admirer. The doctor himself, frank and unsuspicious to the last degree, admired the talents so far removed from his own. On one particular evening in early June, he arrived about half-past eight and settled down to a comfortable discussion on the cheery topic of the prevalence of arsenical poisoning in crimes.",0
"The hall was empty. Like a flash I was across it, had unlatched the door, and was outside in the sunshine. I ran down the drive like one possessed. Once outside, I resumed a normal walk. People stared at me curiously, and I do not wonder. My face and clothes must have been covered in dust from rolling about in the attic. At last I came to a garage. I went in. “I have met with an accident,” I explained. “I want a car to take me to Cape Town at once. I must catch the boat to Durban.” I had not long to wait.",0
"” He ushered me into a small shabby apartment, a Kafir boy brought up my small suit-case, and Sir Eustace, urging me to ask for anything I wanted, withdrew, the picture of a courteous host. A can of hot water was on the washstand, and I proceeded to unpack a few necessaries. Something hard and unfamiliar in my sponge-bag puzzled me greatly. I untied the string and looked inside. To my utter amazement I drew out a small pearl-handled revolver. It hadn’t been there when I started from Kimberley. I examined the thing gingerly. It appeared to be loaded. I handled it with a comfortable feeling. It was a useful thing to have in a house such as this.",0
"I wondered if the murderer had left any footmarks the previous day. It was likely that the police would be reticent on the subject if he had, but on consideration I decided it was unlikely. The weather had been fine and dry. There was nothing of interest about the room. It was almost square with two big bay windows, plain white walls and a bare floor, the boards being stained round the edges where the carpet had ceased. I searched it carefully, but there was not so much as a pin lying about. The gifted young detective did not seem likely to discover a neglected clue.",0
"I explained to Cinderella just how the discovery had been made, and she listened attentively, sometimes putting an intelligent question. Then we turned our steps in the direction of the Villa. I proceeded rather cautiously, for, truth to tell, I was not at all anxious to meet any one. I took the girl through the shrubbery round to the back of the house where the small shed was. I recollected that yesterday evening, after relocking the door, M. Bex had left the key with the sergent de ville Marchaud, “in case M. Giraud should require it while we are upstairs.” I thought it quite likely that the Sûreté detective, after using it, had returned it to Marchaud again.",0
"Where does he come in?” Poirot shrugged his shoulders. “Giraud would say that he was an accomplice an apache who helped young Renauld to commit the crime, and who was conveniently put out of the way afterwards.” “But the hair round the dagger? The woman’s hair?” “Ah,” said Poirot, smiling broadly. “That is the cream of Giraud’s little jest. According to him, it is not a woman’s hair at all. Remember that the youths of today wear their hair brushed straight back from the forehead with pomade or hairwash to make it lie flat. Consequently some of the hairs are of considerable length.",0
"I searched diligently, but with growing annoyance. Finally, I shut the last book with a bang. There appeared to be no such place as Kilmorden Castle. Here was an unexpected check. There must be such a place. Why should any one invent a name like that and write it down on a piece of paper? Absurd! Another idea occurred to me. Possibly it was a castellated abomination in the suburbs with a high-sounding name invented by its owner. But if so, it was going to be extraordinarily hard to find.",0
"Think I want to look like a little frump up from the country?” She took one last look in the mirror, smiled approval, and put it and her vanity-box away in her bag. “That’s better. Keeping up appearances is a bit of a fag, I grant, but if a girl respects herself it’s up to her not to let herself get slack.” To this essentially moral sentiment, I had no reply. A point of view makes a great difference. I secured a couple of porters, and we alighted on the platform. My companion held out her hand. “Good-bye, and I’ll mind my language better in future.",0
"“It’s quite a common name.” “Ah! Sapristi, but exactly! That was the point. Elsa Hardt and her husband, or brother or whatever he really is, come from New York, and take a flat in the name of Mr. and Mrs. Robinson. Suddenly they learn that one of these secret societies, the Mafia, or the Camorra, to which doubtless Luigi Valdarno belonged, is on their track. What do they do? They hit on a scheme of transparent simplicity. Evidently they knew that their pursuers were not personally acquainted with either of them. What then can be simpler? They offer the flat at an absurdly low rental. Of the thousands of young couples in London looking for flats, there cannot fail to be several Robinsons.",0
"It was already a few minutes past the dinner hour. Suddenly there was a low rustle, and Lady Yardly appeared framed in the doorway, a radiant figure in a long white shimmering dress. Round the column of her neck was a rivulet of fire. She stood there with one hand just touching the necklace. “Behold the sacrifice,” she said gaily. Her ill-humour seemed to have vanished. “Wait while I turn the big light on and you shall feast your eyes on the ugliest necklace in England.” The switches were just outside the door. As she stretched out her hand to them, the incredible thing happened.",0
"I allowed a minute or two to elapse and then I too made my way out of the station, almost colliding as I did so with a man an unpleasant-looking man with a nose disproportionately big for his face. I had no further difficulty in carrying out my plans. I found a small hotel in a back street, got a room there, paid a deposit as I had no luggage with me, and went placidly to bed. On the following morning I was up early and went out into the town to purchase a modest wardrobe. My idea was to do nothing until after the departure of the eleven-o’clock train to Rhodesia with most of the party on board.",0
"“I, too, believe in the force of superstition, one of the greatest forces the world has ever known.” I looked at him in surprise. I should never have credited Poirot with being superstitious. But the little man was obviously in earnest. “What you really demand is that I shall protect your son? I will do my utmost to keep him from harm.” “Yes, in the ordinary way, but against an occult influence?” “In volumes of the Middle Ages, Lady Willard, you will find many ways of counteracting black magic. Perhaps they knew more than we moderns with all our boasted science.",0
"If O’Murphy is an honest man, why did he leave the main road? But if he was a dishonest man, why did he start the car again when only two shots had been fired thereby, in all probability, saving the Prime Minister’s life? And, again, if he was honest, why did he, immediately on leaving Charing Cross, drive to a well-known rendezvous of German spies?” “It looks bad,” I said. “Let us look at the case with method. What have we for and against these two men? Take O’Murphy first.",0
"Il l’a emportée simplement! Naturally when she reached England she was prostrate, but she still breathed.” Poirot shook his head seriously. I composed my face as best I could. Suddenly he stiffened and pointed a dramatic finger at the toast rack. “Ah, par exemple, c’est trop fort!” he cried. “What is it?” “This piece of toast. You remark him not?” He whipped the offender out of the rack, and held it up for me to examine. “Is it square? No. Is it a triangle? Again no. Is it even round? No. Is it of any shape remotely pleasing to the eye? What symmetry have we here? None.” “It’s cut from a cottage loaf,” I explained soothingly.",0
"What drama is this being played? Is the girl a crook, and are the shadowers detectives preparing to arrest her? Or are they the scoundrels, and are they plotting to attack an innocent victim? What does the great detective say?” “The great detective, mon ami, chooses, as ever, the simplest course. He rises to see for himself.” And my friend joined me at the window. In a minute he gave vent to an amused chuckle. “As usual, your facts are tinged with your incurable romanticism. That is Miss Mary Marvell, the film star. She is being followed by a bevy of admirers who have recognized her. And, en passant, my dear Hastings, she is quite aware of the fact!” I laughed.",0
