texts,label
"A decision. Bella or Jack Renauld? The promptings of my heart were to save the girl I loved at any cost to myself. But, if the cost were to another, the problem was altered. What would the girl herself say? I remembered that no word of Jack Renauld’s arrest had passed my lips. As yet she was in total ignorance of the fact that her former lover was in prison charged with a hideous crime which he had not committed. When she knew, how would she act? Would she permit her life to be saved at the expense of his? Certainly she must do nothing rash. If only I could find a way to save them both.",1
"I wrenched a dagger out of his grasp, and while Poirot revealed his eyes by lowering the scarf covering them but leaving his mouth bound, I raised my gun in plain sight to convey the futility of resistance. As he stopped fighting, Poirot leaned in close to whisper urgently in his ear. Within a minute, the man signaled his understanding. Poirot then gestured for silence and led us out of the apartment and down the staircase. Our prisoner trailed behind, with me bringing up the rear armed with the gun. Once we reached the street, Poirot turned to me. “A taxi is waiting just around the bend. Hand over the gun.”",1
"I had never encountered someone so ignorant, mistaking the superstitions of the Middle Ages for the beliefs of Ancient Egypt. It was a jumble of misinformation and gullibility. After calming down the eager specialist, I accompanied Poirot into the tent. My dear friend was grinning from ear to ear. ""We can finally rest easy now,"" he announced with joy. ""I could really use some rest. My head is pounding relentlessly. How I long for a soothing herbal tea!"" As if by magic, the tent flap opened and Hassan entered, carrying a cup of steaming tea which he handed to Poirot. It turned out to be chamomile tea, a drink that Poirot absolutely adored.",1
"""Madame, may I?"" He accepted the jewel, examining it closely before handing it back with a nod. ""A truly flawless gem. Ah, heavens! And to think you carry it with you, like this!"" ""No, no, I am very cautious, Monsieur Poirot. Normally, it is secured in my jewel case, kept in the hotel safe. We are staying at the Luxurious, you see. I only brought it today for your inspection."" ""And you will entrust it to me, will you not? You will heed the advice of Papa Poirot?"" ""Well, you see, Monsieur Poirot, it's like this.""",1
"""I am not sure,"" the boy replied. The table in front of him was cluttered with various items that he absentmindedly played with. Inspector Giraud demanded a response from him, addressing him as M. Renauld. In frustration, the boy angrily knocked a heavy paper-knife off the table. ""Fine, you want to know? Yes, I fought with my father. I probably said all those horrible things you mentioned. I was so mad, I can't even recall my exact words! I was beyond furious - I felt like I could have done something terrible in that moment. Happy now?"" The boy leaned back in his seat, looking flushed and unapologetic.",1
"”I was led into a dingy apartment by him, a young Kafir boy carrying my small suitcase, while Sir Eustace, with a polite demeanor, offered to fulfill any of my requests before leaving. A can of steaming water sat on the washstand, prompting me to unpack my essentials. Among them, an unexpected item awaited me inside my sponge-bag - a small pearl-handled revolver. The loaded weapon surprised me, as it was not there when I departed from Kimberley. Despite my initial shock, I couldn't help but feel a sense of security holding it in my hands. In a place like this, such a tool could prove to be quite handy.”",1
"”Mrs. Robinson paused for a breath, then continued: “We expressed our gratitude and explained that we understood it might not work out, but we still wanted to place an order just in case. We promptly took a taxi to No. 4 on the second floor. While waiting for the lift, Elsie Ferguson, a friend of mine, Captain Hastings, who was also in the market for an apartment, hurried down the stairs. ‘You’re a step behind this time, my dear,’ she remarked. ‘Unfortunately, it’s already been rented.’ It appeared hopeless, but John suggested that since the rent was so low, we could offer more money, possibly even a premium.”",1
"Poirot revealed the shocking truth to Jack Renauld about his father's past, leading Jack to make a life-changing decision. Jack decided to start a new life in South America with his mother and secretary, leaving behind a girl who loves him dearly. Poirot encouraged Jack to be honest with the girl and let her decide. Despite his doubts, Jack realized that true love conquers all and decided to pursue a future with her. As for Captain Hastings, his future plans remain uncertain, but the story ends with a light-hearted moment between him and a familiar face.",1
"""Without fail, Poirot's intuition proved correct. Soon after, the famous American movie star entered the room, prompting us to stand up in respect. Mary Marvell was undeniably one of the most beloved actresses in Hollywood. She had recently arrived in England with her husband, Gregory B. Rolf, who was also a well-known actor. Their wedding had occurred just a year earlier in the United States, marking their inaugural trip to England. The couple had been warmly welcomed by the public. Mary Marvell's stunning attire, luxurious furs, and exquisite jewelry, particularly a diamond known as ""the Western Star,"" had captivated everyone's attention.""",1
"""I do not threaten you with the gallows, but with the power of publicity. Your only chance is to be honest with me, Signor. I know you came to England to see Count Foscatini. You visited him on Tuesday morning and paid him a large sum of money for certain papers. The money was in Italian notes of small denomination. You left with the papers and never saw him again. When asked about the events of the evening, you claim someone must have impersonated you. But remember, the window-curtains were not drawn that evening, and it was still light outside at eight o'clock in June. Does that trigger any memories for you? Your story aligns with what I had suspected, Signor Ascanio. Good morning.""",1
"I glanced at the paper in my hand, the key to the mystery. The numbers and words held a secret waiting to be unraveled. Kilmorden Castle, a place shrouded in intrigue and possibilities. A buried treasure, a missing heir, a claimant to a title. The numbers, a cryptic message or a mere diversion? I needed to get to the bottom of this, to explore every avenue until the truth revealed itself. The journey ahead was fraught with obstacles, but I was determined to see it through to the end. The pieces of the puzzle were scattered, waiting for me to put them together and reveal the hidden truth.",1
"Poirot examined it closely before removing it from the lock. The words ""Key to Roll Top Desk"" were scribbled on it in messy handwriting, a stark contrast to the tidy writing on the other keys. ""This is unfamiliar,"" Poirot remarked with a furrowed brow. ""I would wager that this does not belong to Mr. Marsh. But who else has been inside the house? Only Miss Marsh, and she, if I am not mistaken, is a young woman of precision and organization."" At that moment, Baker entered the room in response to the bell. ""Could you please bring madame your wife and assist with some inquiries?"" Baker left and quickly returned with Mrs.",1
"Upon unraveling the mystery, it became clear that de Castina, or whoever she truly was, had arranged to rendezvous at the Mill House. The pieces fell into place as I deduced their clever tactic of obtaining simultaneous house viewings to avoid suspicion. The sudden encounter between the ""doctor"" and the Moth Ball man indicated an unforeseen and unsettling turn of events. With the disguise discarded, the ""doctor"" discreetly trailed the woman to Marlow, leaving a trail of unanswered questions in their wake.",1
"""She lowered her gaze, seemingly filled with shame, and whispered in a trembling voice: “You can't, you can't... not if you knew.” Then, with sudden determination, she looked me straight in the eye and demanded: “What do you know?” “I know you visited Mr. Renauld that evening. He offered you a check which you tore up in a fit of rage. After that, you left the premises.” I hesitated. “What happened next?” “I'm not sure if you were expecting Jack Renauld to arrive that night, or if you simply lingered in the hopes of seeing him, but linger you did. Perhaps you were feeling lost and wandered aimlessly, but regardless, just before midnight, you were still in the vicinity and spotted a figure on the golf course.” Once more, I fell silent.""",1
"""Yet another bill. It seems I've developed a taste for extravagance in my later years. Oh, what's this? A note from Japp."" I perked up, intrigued. The Scotland Yard Inspector had previously involved us in some intriguing cases. ""He's simply expressing his gratitude (in his own way) for a small detail I provided in the Aberystwyth Case. I'm pleased to have been able to assist him."" ""And how did he express his thanks?"" I inquired, knowing Japp's style. ""He was gracious enough to commend me for still being a keen player in the game at my age, and he appreciated the opportunity to involve me in the case.""",1
"However, despite the gossip, there were many who claimed that young Conneau was not the only one who held Madame Beroldy's affections. Approximately three months after the Beroldys arrived in Paris, another notable figure entered the picture. Mr. Hiram P. Trapp, a wealthy American, found himself captivated by the charming and enigmatic Madame Beroldy. His admiration for her was clear, yet always maintained a sense of respect. As time passed, Madame Beroldy began to confide in a few close friends, expressing her concerns for her husband's well-being.",1
"""Absolutely marvelous!"" whispered Poirot. ""Certainly a top-notch love story."" He glanced at Mary Marvell. ""And are you not scared, madam? No superstitions haunting you? Not a hint of fear in introducing these Siamese twins to each other in case a Chinese man emerges and, presto! whisks them away to China?"" Though his voice was teasing, I sensed a hint of gravity beneath. ""I highly doubt Lady Yardly's diamond compares to mine,"" Miss Marvell declared. ""But I intend to find out.""",1
"""What is that?” “Jack Renauld was likely familiar with the layout of the golf course. He anticipated the body being found quickly once they began to dig the bunker.” Giraud burst into laughter. “But that's absurd! He wanted the body to be discovered! Until then, death couldn't be assumed, preventing him from inheriting.” A flash of green appeared in Poirot's eyes as he stood up. “So why bury it?” he inquired softly. “Think about it, Giraud.",1
"A large settee covered in chintz sat against the wall, the window seats also upholstered in the same faded fabric. Poirot, with his small cigarette in hand, discussed their plan of action. The key to their investigation, he believed, lay within this room. They would carefully examine the desk's documents for any hidden clues. After some questioning, it was revealed that Mr. Marsh had a second will and had hired workmen from Plymouth to create a secret compartment in the fireplace. With this new lead, they set off to Plymouth to uncover the truth.",1
"I never considered myself to be particularly attractive. My features were far from the ideal standards of beauty - no straight Grecian nose or rosebud mouth for me. The only compliment I ever received was from a curate who compared my eyes to ""imprisoned sunshine in a dark, dark wood"", but I always suspected he had a quote ready for every occasion. Personally, I would have preferred Irish blue eyes over my dark green ones with yellow flecks. However, green does have a certain allure for women of intrigue. Wrapping myself in a black garment, I left my arms and shoulders exposed. Tucking my hair behind my ears, I applied a generous amount of powder to my face, giving my skin an unnaturally pale complexion.",1
"""But witnessing him standing there, pale and lifeless next to the wall, and listening to the incriminating confession escape from his mouth, all my doubts vanished. Poirot, however, directed his attention towards Giraud. “On what basis are you detaining him?” “Do I need to disclose that information to you?” “It would be appreciated as a gesture of respect,” insisted Poirot. Giraud hesitated, torn between outright refusal and the satisfaction of outsmarting his opponent. “You believe I have erred, don't you?” he taunted. “It wouldn't be out of the realm of possibility,” Poirot retorted, a hint of mischief in his tone. A deeper shade of red crept onto Giraud's face. “Well then, step inside.""",1
"At the trial, the prisoner Renauld sat nervously next to his lawyer, Maître Grosíer. A stern guard, armed with a gleaming sabre, stood watch by the door, while the diligent greffier busied himself at his desk. The magistrate wasted no time. ""Renauld,"" he interrogated, ""do you still claim you were in Cherbourg on the night of the crime, despite all evidence pointing to Merlinville?"" Jack hesitated, his voice trembling as he repeated, ""I told you, I was in Cherbourg."" Maître Grosíer's expression darkened, a mix of frustration and disappointment.",1
"""He still spoke quite naturally and unaffectedly. I had to pinch myself to understand that this was all real that the man in front of me was really that deep-dyed criminal, the “Colonel.” I followed things out in my mind. “Then it was you who tried to throw me overboard on the Kilmorden,” I said slowly. “It was you that Pagett followed up on deck that night?” He shrugged his shoulders. “I apologize, my dear child, I really do. I always liked you but you were so confoundedly interfering. I couldn’t have all my plans brought to naught by a chit of a girl.” “I think your plan at the Falls was really the cleverest,” I said, endeavouring to look at the thing in a detached fashion. “I would have been ready to swear anywhere that you were in the hotel when I went out. Seeing is believing in future.” “Yes, Minks had one of his greatest successes as Miss Pettigrew, and he can imitate my voice quite creditably.” “There is one thing I should like to know.” “Yes?” “How did you induce Pagett to engage her?” “Oh, that was quite simple. She met Pagett in the doorway of the Trade Commissioner’s office or the Chamber of Mines, or wherever it was he went told him I had phoned down in a hurry, and that she had been selected by the Government department in question. Pagett swallowed it like a lamb.” “You’re very frank,” I said, studying him. “There’s no earthly reason why I shouldn’t be.” I didn’t quite like the sound of that. I hastened to put my own interpretation on it. “You believe in the success of this Revolution? You’ve burnt your boats.” “For an otherwise intelligent young woman, that’s a singularly unintelligent remark. No, my dear child, I do not believe in this Revolution. I give it a couple of days longer and it will fizzle out ignominiously.” “Not one of your successes, in fact?” I said nastily. “Like all women, you’ve no idea of business. The job I took on was to supply certain explosives and arms heavily paid for to foment feeling generally, and to incriminate certain people up to the hilt. I’ve carried out my contract with complete success, and I was careful to be paid in advance. I took special care over the whole thing, as I intended it to be my last contract before retiring from business. As for burning my boats, as you call it, I simply don’t know what you mean. I’m not the rebel chief, or anything of that kind I’m a distinguished English visitor, who had the misfortune to go nosing into a certain curio-shop and saw a little more than he was meant to, and so the poor fellow was kidnapped. To-morrow, or the day after, when circumstances permit, I shall be found tied up somewhere in a pitiable state of terror and starvation.” “Ah!” I said slowly. “But what about me?” “That’s just it,” said Sir Eustace softly. “What about you? I’ve got you here I don’t want to rub it in in any way but I’ve got you here very neatly. The question is, what am I going to do with you? The simplest way of disposing of you and, I may add, the pleasantest to myself is the way of marriage. Wives can’t accuse their husbands, you know, and I’d rather like a pretty young wife to hold my hand and glance at me out of liquid eyes don’t flash them at me so! You quite frighten me. I see that the plan does not commend itself to you?” “It does not.” Sir Eustace sighed. “A pity! But I am no Adelphi villain. The usual trouble, I suppose. You love another, as the books say.” “I love another.” “I thought as much first I thought it was that long-legged, pompous ass, Race, but I suppose it’s the young hero who fished you out of the Falls that night. Women have no taste. Neither of those two have half the brains that I have. I’m such an easy person to underestimate.” I think he was right about that. Although I knew well enough the kind of man he was and must be, I could not bring myself to realize it. He had tried to kill me on more than one occasion, he had actually killed another woman, and he was responsible for endless other deeds of which I knew nothing, and yet I was quite unable to bring myself into the frame of mind for appreciating his deeds as they deserved. I could not think of him as other than our amusing, genial travelling companion. I could not even feel frightened of him and yet I knew he was capable of having me murdered in cold blood if it struck him as necessary. The only parallel I can think of is the case of Stevenson’s Long John Silver. He must have been much the same kind of man. “Well, well,” said this extraordinary person, leaning back in his chair. “It’s a pity that the idea of being Lady Pedler doesn’t appeal to you. The other alternatives are rather crude.” I felt a nasty feeling going up and down my spine. Of course I had known all along that I was taking a big risk, but the prize had seemed worth it. Would things turn out as I had calculated, or would they not? “The fact of the matter is,” Sir Eustace was continuing, “I’ve a weakness for you. I really don’t want to proceed to extremes. Suppose you tell me the whole story, from the very beginning, and let’s see what we can make of it. But no romancing, mind I want the truth.” I was not going to make any mistake over that. I had a great deal of respect for Sir Eustace’s shrewdness. It was a moment for the truth, the whole truth, and nothing but the truth. I told him the whole story, omitting nothing, up to the moment of my rescue by Harry. When I had finished, he nodded his head in approval. “Wise girl. You’ve made a clean breast of the thing. And let me tell you I should soon have caught you out if you hadn’t. A lot of people wouldn’t believe your story, anyway, especially the beginning part, but I do. You’re the kind of girl who would start off like that at a moment’s notice, on the slenderest of motives.",1
"The bonds were last seen in the London and Scottish Bank office on the morning of the 23rd. However, they mysteriously reappeared in New York shortly after the Olympia docked, prompting speculation about their true whereabouts. One theory suggested that the bonds never actually made it onto the Olympia at all. Could they have been transported to New York by another means? Indeed, the Gigantic set sail from Southampton on the same day as the Olympia, boasting the fastest Atlantic crossing time. If the bonds were mailed on the Gigantic, they would have arrived in New York a day before the Olympia.",1
